d2,v2,d1,v1,m,n,var_block,var_inter,delta
1.2546616442573375,0.006329113924050633,1.2546616442573375,0.029950040200420056,2,10,0,0,1.2546616442573375
0.39724065176516776,0.006329113924050633,0.39724065176516776,0.025496206963229573,2,10,0,0,0.39724065176516776
1.0171126007946911,0.006329113924050633,1.0171126007946911,0.028253071076413408,2,10,0,0,1.0171126007946911
0.578069241109734,0.006329113924050633,0.578069241109734,0.026050788244275716,2,10,0,0,0.578069241109734
0.7597628352407699,0.006329113924050633,0.7597628352407699,0.02681514604696074,2,10,0,0,0.7597628352407699
0.05481810482472649,0.006329113924050633,0.05481810482472649,0.025009449384409597,2,10,0,0,0.05481810482472649
0.589664334208456,0.006329113924050633,0.589664334208456,0.026093365090628262,2,10,0,0,0.589664334208456
-0.07774672389736895,0.006329113924050633,-0.07774672389736895,0.02501900726712573,2,10,0,0,-0.07774672389736895
1.1465847652978507,0.006329113924050633,1.1465847652978507,0.029133974723002345,2,10,0,0,1.1465847652978507
0.12077792790710745,0.006329113924050633,0.12077792790710745,0.025045870199798047,2,10,0,0,0.12077792790710745
0.8751131012573796,0.006329113924050633,0.8751131012573796,0.02740815177012483,2,10,0,0,0.8751131012573796
0.11877168832440886,0.006329113924050633,0.11877168832440886,0.025044358958695456,2,10,0,0,0.11877168832440886
-0.0524379636832871,0.006329113924050633,-0.0524379636832871,0.025008646634864892,2,10,0,0,-0.0524379636832871
0.7065847651715367,0.006329113924050633,0.7065847651715367,0.02656994349400106,2,10,0,0,0.7065847651715367
0.7175628307170517,0.006329113924050633,0.7175628307170517,0.026619106259337184,2,10,0,0,0.7175628307170517
0.8005139357084557,0.006329113924050633,0.8005139357084557,0.02701508456413957,2,10,0,0,0.8005139357084557
0.14054510165138,0.006329113924050633,0.14054510165138,0.025062113630005548,2,10,0,0,0.14054510165138
0.28180500474003306,0.006329113924050633,0.28180500474003306,0.02524971974702282,2,10,0,0,0.28180500474003306
0.3759584249786611,0.006329113924050633,0.3759584249786611,0.025444462501162723,2,10,0,0,0.3759584249786611
0.26859832948554646,0.006329113924050633,0.26859832948554646,0.025226862178108097,2,10,0,0,0.26859832948554646
0.15746964199934482,0.006329113924050633,0.15746964199934482,0.025077973883187193,2,10,0,0,0.15746964199934482
-0.03414373414467031,0.006329113924050633,-0.03414373414467031,0.02500366587384375,2,10,0,0,-0.03414373414467031
0.5512824388453175,0.006329113924050633,0.5512824388453175,0.025955660859608654,2,10,0,0,0.5512824388453175
0.5111201723337304,0.006329113924050633,0.5111201723337304,0.025821488571521684,2,10,0,0,0.5111201723337304
0.6600008422432402,0.006329113924050633,0.6600008422432402,0.026369759945253174,2,10,0,0,0.6600008422432402
0.13830423284345353,0.006329113924050633,0.13830423284345353,0.0250601487251466,2,10,0,0,0.13830423284345353
0.5902622806050616,0.006329113924050633,0.5902622806050616,0.026095583658570322,2,10,0,0,0.5902622806050616
0.47326921208827033,0.006329113924050633,0.47326921208827033,0.025704323191322955,2,10,0,0,0.47326921208827033
0.12167418043473871,0.006329113924050633,0.12167418043473871,0.025046553500459885,2,10,0,0,0.12167418043473871
0.5520288738172286,0.006329113924050633,0.5520288738172286,0.025958250536209804,2,10,0,0,0.5520288738172286
0.282484140732166,0.006329113924050633,0.282484140732166,0.025250924821605812,2,10,0,0,0.282484140732166
0.532693911062924,0.006329113924050633,0.532693911062924,0.02589230011321727,2,10,0,0,0.532693911062924
0.7155379741001259,0.006329113924050633,0.7155379741001259,0.026609981393277363,2,10,0,0,0.7155379741001259
1.0215682281575758,0.006329113924050633,1.0215682281575758,0.028281634718607163,2,10,0,0,1.0215682281575758
0.34311662995810105,0.006329113924050633,0.34311662995810105,0.025370202219503032,2,10,0,0,0.34311662995810105
0.40829336227916246,0.006329113924050633,0.40829336227916246,0.025524203748196445,2,10,0,0,0.40829336227916246
0.2876495222706345,0.006329113924050633,0.2876495222706345,0.02526018532452765,2,10,0,0,0.2876495222706345
-0.40371129234982267,0.006329113924050633,-0.40371129234982267,0.025512504021563253,2,10,0,0,-0.40371129234982267
0.7447634208737771,0.006329113924050633,0.7447634208737771,0.02674418344079961,2,10,0,0,0.7447634208737771
0.6115504701408854,0.006329113924050633,0.6115504701408854,0.02617603457923685,2,10,0,0,0.6115504701408854
-0.03381820413601799,0.006329113924050633,-0.03381820413601799,0.025003596305403077,2,10,0,0,-0.03381820413601799
0.010572202791940544,0.006329113924050633,0.010572202791940544,0.025000351468536377,2,10,0,0,0.010572202791940544
0.23397025784669925,0.006329113924050633,0.23397025784669925,0.025172138014829867,2,10,0,0,0.23397025784669925
0.2715735397564156,0.006329113924050633,0.2715735397564156,0.025231915827528546,2,10,0,0,0.2715735397564156
0.6394760565011384,0.006329113924050633,0.6394760565011384,0.026285890710895786,2,10,0,0,0.6394760565011384
